source_group,target_group,ligand,receptor,pathway,ligand_mean,receptor_mean,ligand_pct,receptor_pct,score,reference
Secretory,Hillock,DLL1,NOTCH2,Notch,0.050149634,0.322432,2.1554169030062393,13.961605584642234,0.016169848,Basal cell fate
Ciliated,Ionocyte,DLL1,NOTCH3,Notch,0.43699107,0.036960036,16.363636363636363,1.530612244897959,0.016151205,Basal cell fate
Ciliated,Secretory,EGF,EGFR,EGF-EGFR,0.01998624,0.75314337,0.8432147562582345,28.587634713556437,0.015052504,Shaykhiev 2017
Ionocyte,Ciliated,DLL1,NOTCH1,Notch,0.49789733,0.030082978,16.83673469387755,1.185770750988142,0.014978235,Basal cell fate
Secretory,Ciliated,BMP4,BMPR1A,BMP,0.03441633,0.42891842,1.5655133295519004,16.83794466403162,0.014761797,Epithelial differentiation
Basal,Ciliated,DLL1,NOTCH1,Notch,0.44593656,0.030082978,14.849126521969296,1.185770750988142,0.0134151,Basal cell fate
Basal,Hillock,BMP4,BMPR1A,BMP,0.108450375,0.121550314,4.129168872419269,5.4101221640488655,0.013182177,Epithelial differentiation
Ciliated,Ciliated,DLL1,NOTCH1,Notch,0.43699107,0.030082978,16.363636363636363,1.185770750988142,0.0131459925,Basal cell fate
Suprabasal,Hillock,DLL1,NOTCH3,Notch,0.11461787,0.1140084,5.072241008300031,5.4101221640488655,0.013067399,Basal cell fate
Ionocyte,Secretory,LTC4S,CYSLTR1,CysLT,0.19962968,0.06508077,6.63265306122449,2.994895065229722,0.012992053,Ualiyeva 2020
Secretory,Secretory,DLL1,NOTCH3,Notch,0.050149634,0.25456712,2.1554169030062393,11.06069200226886,0.012766448,Basal cell fate
Secretory,Suprabasal,BMP4,BMPR1A,BMP,0.03441633,0.36982623,1.5655133295519004,16.63080233630495,0.0127280615,Epithelial differentiation
Ciliated,Hillock,BMP4,BMPR1A,BMP,0.10407738,0.121550314,4.137022397891963,5.4101221640488655,0.012650638,Epithelial differentiation
Secretory,Suprabasal,ALOX5,CYSLTR1,CysLT,0.0548236,0.22373492,2.64322178105502,9.375960651706118,0.012265953,Ualiyeva 2020
Ionocyte,Suprabasal,ALOX5,CYSLTR1,CysLT,0.05406812,0.22373492,2.0408163265306123,9.375960651706118,0.012096926,Ualiyeva 2020
Basal,Ciliated,LTC4S,CYSLTR1,CysLT,0.5324057,0.022708392,17.893065113816835,0.9486166007905139,0.012090077,Ualiyeva 2020
Secretory,Basal,DLL1,NOTCH2,Notch,0.050149634,0.23012502,2.1554169030062393,8.655373213340392,0.011540686,Basal cell fate
Suprabasal,Hillock,BMP4,BMPR1A,BMP,0.09218986,0.121550314,4.303719643406087,5.4101221640488655,0.011205707,Epithelial differentiation
Ciliated,Secretory,WNT5A,FZD6,Wnt,0.025270099,0.42681444,1.0540184453227932,17.413499716392515,0.010785643,Planar polarity
Suprabasal,Ionocyte,EGF,EGFR,EGF-EGFR,0.0040746955,2.5787716,0.18444512757454656,68.87755102040816,0.010507709,Shaykhiev 2017
Suprabasal,Suprabasal,EGF,EGFR,EGF-EGFR,0.0040746955,2.5648727,0.18444512757454656,79.89548109437442,0.010451076,Shaykhiev 2017
Ciliated,Ciliated,EGF,EGFR,EGF-EGFR,0.01998624,0.49845788,0.8432147562582345,19.104084321475625,0.009962299,Shaykhiev 2017
Ciliated,Ionocyte,WNT5A,FZD6,Wnt,0.025270099,0.3933353,1.0540184453227932,13.77551020408163,0.009939622,Planar polarity
Secretory,Basal,DLL1,NOTCH3,Notch,0.050149634,0.19764137,2.1554169030062393,7.5966119640021175,0.009911642,Basal cell fate
Suprabasal,Ionocyte,LTC4S,CYSLTR1,CysLT,0.8157669,0.011828883,32.677528435290505,0.5102040816326531,0.00964961,Ualiyeva 2020
Secretory,Ciliated,DLL1,NOTCH2,Notch,0.050149634,0.18702771,2.1554169030062393,7.430830039525691,0.009379371,Basal cell fate
Hillock,Basal,LTC4S,CYSLTR1,CysLT,0.028633587,0.31419545,1.3961605584642234,10.322922181048174,0.008996543,Ualiyeva 2020
Suprabasal,Hillock,LTC4S,CYSLTR1,CysLT,0.8157669,0.0109279575,32.677528435290505,0.5235602094240838,0.008914665,Ualiyeva 2020
Secretory,Basal,BMP4,BMPR1A,BMP,0.03441633,0.25766137,1.5655133295519004,9.290629962943356,0.008867758,Epithelial differentiation
Secretory,Secretory,BMP4,BMPR1A,BMP,0.03441633,0.25407016,1.5655133295519004,11.026659103800341,0.0087441625,Epithelial differentiation
Ciliated,Ciliated,LTC4S,CYSLTR1,CysLT,0.3713606,0.022708392,14.09749670619236,0.9486166007905139,0.008433002,Ualiyeva 2020
Secretory,Secretory,DLL1,NOTCH1,Notch,0.050149634,0.16559707,2.1554169030062393,7.180941576857629,0.008304632,Basal cell fate
Secretory,Ionocyte,BMP4,BMPR1A,BMP,0.03441633,0.24103297,1.5655133295519004,8.16326530612245,0.00829547,Epithelial differentiation
Secretory,Secretory,EGF,EGFR,EGF-EGFR,0.010662103,0.75314337,0.5218377765173,28.587634713556437,0.008030092,Shaykhiev 2017
Suprabasal,Basal,ALOX5,CYSLTR1,CysLT,0.024932291,0.31419545,1.2296341838303104,10.322922181048174,0.007833612,Ualiyeva 2020
Secretory,Ciliated,LTC4S,CYSLTR1,CysLT,0.34446028,0.022708392,13.726602382302893,0.9486166007905139,0.007822139,Ualiyeva 2020
Suprabasal,Basal,EGF,EGFR,EGF-EGFR,0.0040746955,1.7905077,0.18444512757454656,51.32345156167284,0.007295774,Shaykhiev 2017
Hillock,Suprabasal,LTC4S,CYSLTR1,CysLT,0.028633587,0.22373492,1.3961605584642234,9.375960651706118,0.0064063333,Ualiyeva 2020
Basal,Ionocyte,LTC4S,CYSLTR1,CysLT,0.5324057,0.011828883,17.893065113816835,0.5102040816326531,0.0062977644,Ualiyeva 2020
Secretory,Ciliated,PTGS2,PTGER2,PGE2,0.032947775,0.18987761,1.3840045377197958,7.536231884057972,0.006256045,COX-2 pathway
Basal,Basal,ALOX5,CYSLTR1,CysLT,0.018838562,0.31419545,0.8205399682371625,10.322922181048174,0.0059189904,Ualiyeva 2020
Basal,Hillock,LTC4S,CYSLTR1,CysLT,0.5324057,0.0109279575,17.893065113816835,0.5235602094240838,0.0058181067,Ualiyeva 2020
Secretory,Hillock,DLL1,NOTCH3,Notch,0.050149634,0.1140084,2.1554169030062393,5.4101221640488655,0.0057174796,Basal cell fate
Hillock,Suprabasal,DLL1,NOTCH1,Notch,0.004528943,1.25282,0.17452006980802792,47.49462035044574,0.0056739505,Basal cell fate
Suprabasal,Suprabasal,ALOX5,CYSLTR1,CysLT,0.024932291,0.22373492,1.2296341838303104,9.375960651706118,0.005578224,Ualiyeva 2020
Ciliated,Hillock,EGF,EGFR,EGF-EGFR,0.01998624,0.2688612,0.8432147562582345,11.69284467713787,0.0053735245,Shaykhiev 2017
Secretory,Ciliated,EGF,EGFR,EGF-EGFR,0.010662103,0.49845788,0.5218377765173,19.104084321475625,0.0053146095,Shaykhiev 2017
Suprabasal,Hillock,DLL1,NOTCH1,Notch,0.11461787,0.04543789,5.072241008300031,1.9197207678883073,0.005207994,Basal cell fate
Suprabasal,Ciliated,PTGS2,PTGER2,PGE2,0.02651877,0.18987761,1.168152474638795,7.536231884057972,0.0050353208,COX-2 pathway
Ionocyte,Ciliated,LTC4S,CYSLTR1,CysLT,0.19962968,0.022708392,6.63265306122449,0.9486166007905139,0.004533269,Ualiyeva 2020
Suprabasal,Ciliated,DLL1,NOTCH3,Notch,0.11461787,0.03934,5.072241008300031,1.7127799736495388,0.004509067,Basal cell fate
Ciliated,Ionocyte,LTC4S,CYSLTR1,CysLT,0.3713606,0.011828883,14.09749670619236,0.5102040816326531,0.004392781,Ualiyeva 2020
Suprabasal,Ionocyte,DLL1,NOTCH3,Notch,0.11461787,0.036960036,5.072241008300031,1.530612244897959,0.0042362805,Basal cell fate
Basal,Suprabasal,ALOX5,CYSLTR1,CysLT,0.018838562,0.22373492,0.8205399682371625,9.375960651706118,0.004214844,Ualiyeva 2020
Secretory,Hillock,BMP4,BMPR1A,BMP,0.03441633,0.121550314,1.5655133295519004,5.4101221640488655,0.0041833157,Epithelial differentiation
Secretory,Ionocyte,LTC4S,CYSLTR1,CysLT,0.34446028,0.011828883,13.726602382302893,0.5102040816326531,0.00407458,Ualiyeva 2020
Hillock,Ciliated,PTGS2,PTGER2,PGE2,0.021414993,0.18987761,0.8726003490401396,7.536231884057972,0.004066228,COX-2 pathway
Ciliated,Hillock,LTC4S,CYSLTR1,CysLT,0.3713606,0.0109279575,14.09749670619236,0.5235602094240838,0.004058213,Ualiyeva 2020
Ciliated,Basal,ALOX5,CYSLTR1,CysLT,0.012203188,0.31419545,0.6060606060606061,10.322922181048174,0.0038341861,Ualiyeva 2020
Secretory,Hillock,LTC4S,CYSLTR1,CysLT,0.34446028,0.0109279575,13.726602382302893,0.5235602094240838,0.0037642473,Ualiyeva 2020
Ionocyte,Hillock,PTGS2,PTGER2,PGE2,1.164658,0.0031762207,36.734693877551024,0.17452006980802792,0.0036992107,COX-2 pathway
Ciliated,Hillock,WNT5A,FZD6,Wnt,0.025270099,0.14429577,1.0540184453227932,6.631762652705062,0.0036463684,Planar polarity
Secretory,Secretory,ALOX5,CYSLTR1,CysLT,0.0548236,0.06508077,2.64322178105502,2.994895065229722,0.003567962,Ualiyeva 2020
Ionocyte,Secretory,ALOX5,CYSLTR1,CysLT,0.05406812,0.06508077,2.0408163265306123,2.994895065229722,0.0035187947,Ualiyeva 2020
Suprabasal,Ciliated,DLL1,NOTCH1,Notch,0.11461787,0.030082978,5.072241008300031,1.185770750988142,0.003448047,Basal cell fate
Hillock,Secretory,DLL1,NOTCH2,Notch,0.004528943,0.72912484,0.17452006980802792,28.02041973908111,0.0033021648,Basal cell fate
Hillock,Suprabasal,DLL1,NOTCH3,Notch,0.004528943,0.70270246,0.17452006980802792,30.064555794651092,0.0031824994,Basal cell fate
Suprabasal,Secretory,EGF,EGFR,EGF-EGFR,0.0040746955,0.75314337,0.18444512757454656,28.587634713556437,0.00306883,Shaykhiev 2017
Hillock,Basal,ALOX5,CYSLTR1,CysLT,0.009281551,0.31419545,0.5235602094240838,10.322922181048174,0.0029162213,Ualiyeva 2020
Secretory,Hillock,EGF,EGFR,EGF-EGFR,0.010662103,0.2688612,0.5218377765173,11.69284467713787,0.0028666258,Shaykhiev 2017
Ciliated,Suprabasal,ALOX5,CYSLTR1,CysLT,0.012203188,0.22373492,0.6060606060606061,9.375960651706118,0.0027302792,Ualiyeva 2020
Basal,Ciliated,PTGS2,PTGER2,PGE2,0.013626733,0.18987761,0.4764425622022234,7.536231884057972,0.0025874116,COX-2 pathway
Hillock,Suprabasal,DLL1,NOTCH2,Notch,0.004528943,0.55338997,0.17452006980802792,23.854903166308024,0.0025062717,Basal cell fate
Ionocyte,Suprabasal,PTGS2,PTGER2,PGE2,1.164658,0.0020391347,36.734693877551024,0.09222256378727328,0.0023748945,COX-2 pathway
Ionocyte,Ionocyte,LTC4S,CYSLTR1,CysLT,0.19962968,0.011828883,6.63265306122449,0.5102040816326531,0.002361396,Ualiyeva 2020
Secretory,Hillock,DLL1,NOTCH1,Notch,0.050149634,0.04543789,2.1554169030062393,1.9197207678883073,0.0022786937,Basal cell fate
Hillock,Ciliated,BMP4,BMPR1A,BMP,0.0052045975,0.42891842,0.17452006980802792,16.83794466403162,0.0022323478,Epithelial differentiation
Hillock,Basal,DLL1,NOTCH1,Notch,0.004528943,0.48648515,0.17452006980802792,16.860772895712017,0.0022032636,Basal cell fate
Ionocyte,Hillock,LTC4S,CYSLTR1,CysLT,0.19962968,0.0109279575,6.63265306122449,0.5235602094240838,0.0021815447,Ualiyeva 2020
Hillock,Suprabasal,ALOX5,CYSLTR1,CysLT,0.009281551,0.22373492,0.5235602094240838,9.375960651706118,0.0020766072,Ualiyeva 2020
Suprabasal,Ciliated,EGF,EGFR,EGF-EGFR,0.0040746955,0.49845788,0.18444512757454656,19.104084321475625,0.0020310641,Shaykhiev 2017
Hillock,Ionocyte,DLL1,NOTCH2,Notch,0.004528943,0.4385875,0.17452006980802792,15.306122448979592,0.0019863378,Basal cell fate
Secretory,Ciliated,DLL1,NOTCH3,Notch,0.050149634,0.03934,2.1554169030062393,1.7127799736495388,0.0019728867,Basal cell fate
Hillock,Suprabasal,BMP4,BMPR1A,BMP,0.0052045975,0.36982623,0.17452006980802792,16.63080233630495,0.0019247966,Epithelial differentiation
Hillock,Secretory,LTC4S,CYSLTR1,CysLT,0.028633587,0.06508077,1.3961605584642234,2.994895065229722,0.0018634959,Ualiyeva 2020
Secretory,Ionocyte,DLL1,NOTCH3,Notch,0.050149634,0.036960036,2.1554169030062393,1.530612244897959,0.0018535323,Basal cell fate
Suprabasal,Secretory,ALOX5,CYSLTR1,CysLT,0.024932291,0.06508077,1.2296341838303104,2.994895065229722,0.0016226127,Ualiyeva 2020
Hillock,Ionocyte,DLL1,NOTCH1,Notch,0.004528943,0.35447997,0.17452006980802792,13.26530612244898,0.0016054196,Basal cell fate
Secretory,Ciliated,DLL1,NOTCH1,Notch,0.050149634,0.030082978,2.1554169030062393,1.185770750988142,0.0015086504,Basal cell fate
Hillock,Hillock,DLL1,NOTCH2,Notch,0.004528943,0.322432,0.17452006980802792,13.961605584642234,0.0014602762,Basal cell fate
Hillock,Basal,BMP4,BMPR1A,BMP,0.0052045975,0.25766137,0.17452006980802792,9.290629962943356,0.0013410237,Epithelial differentiation
Hillock,Secretory,BMP4,BMPR1A,BMP,0.0052045975,0.25407016,0.17452006980802792,11.026659103800341,0.0013223329,Epithelial differentiation
Hillock,Ionocyte,BMP4,BMPR1A,BMP,0.0052045975,0.24103297,0.17452006980802792,8.16326530612245,0.0012544796,Epithelial differentiation
Secretory,Ciliated,ALOX5,CYSLTR1,CysLT,0.0548236,0.022708392,2.64322178105502,0.9486166007905139,0.0012449558,Ualiyeva 2020
Ionocyte,Ciliated,ALOX5,CYSLTR1,CysLT,0.05406812,0.022708392,2.0408163265306123,0.9486166007905139,0.0012278,Ualiyeva 2020
Basal,Secretory,ALOX5,CYSLTR1,CysLT,0.018838562,0.06508077,0.8205399682371625,2.994895065229722,0.0012260281,Ualiyeva 2020
Hillock,Secretory,DLL1,NOTCH3,Notch,0.004528943,0.25456712,0.17452006980802792,11.06069200226886,0.00115292,Basal cell fate
Suprabasal,Hillock,EGF,EGFR,EGF-EGFR,0.0040746955,0.2688612,0.18444512757454656,11.69284467713787,0.0010955276,Shaykhiev 2017
Hillock,Basal,DLL1,NOTCH2,Notch,0.004528943,0.23012502,0.17452006980802792,8.655373213340392,0.0010422231,Basal cell fate
Ciliated,Ciliated,PTGS2,PTGER2,PGE2,0.005470413,0.18987761,0.2635046113306983,7.536231884057972,0.001038709,COX-2 pathway
Hillock,Basal,DLL1,NOTCH3,Notch,0.004528943,0.19764137,0.17452006980802792,7.5966119640021175,0.0008951065,Basal cell fate
Hillock,Ciliated,DLL1,NOTCH2,Notch,0.004528943,0.18702771,0.17452006980802792,7.430830039525691,0.0008470378,Basal cell fate
Ciliated,Secretory,ALOX5,CYSLTR1,CysLT,0.012203188,0.06508077,0.6060606060606061,2.994895065229722,0.00079419283,Ualiyeva 2020
Hillock,Secretory,DLL1,NOTCH1,Notch,0.004528943,0.16559707,0.17452006980802792,7.180941576857629,0.0007499797,Basal cell fate
Hillock,Ciliated,LTC4S,CYSLTR1,CysLT,0.028633587,0.022708392,1.3961605584642234,0.9486166007905139,0.0006502227,Ualiyeva 2020
Secretory,Ionocyte,ALOX5,CYSLTR1,CysLT,0.0548236,0.011828883,2.64322178105502,0.5102040816326531,0.0006485019,Ualiyeva 2020
Ionocyte,Ionocyte,ALOX5,CYSLTR1,CysLT,0.05406812,0.011828883,2.0408163265306123,0.5102040816326531,0.0006395654,Ualiyeva 2020
Hillock,Hillock,BMP4,BMPR1A,BMP,0.0052045975,0.121550314,0.17452006980802792,5.4101221640488655,0.0006326205,Epithelial differentiation
Hillock,Secretory,ALOX5,CYSLTR1,CysLT,0.009281551,0.06508077,0.5235602094240838,2.994895065229722,0.0006040505,Ualiyeva 2020
Secretory,Hillock,ALOX5,CYSLTR1,CysLT,0.0548236,0.0109279575,2.64322178105502,0.5235602094240838,0.00059911,Ualiyeva 2020
Ionocyte,Hillock,ALOX5,CYSLTR1,CysLT,0.05406812,0.0109279575,2.0408163265306123,0.5235602094240838,0.0005908541,Ualiyeva 2020
Suprabasal,Ciliated,ALOX5,CYSLTR1,CysLT,0.024932291,0.022708392,1.2296341838303104,0.9486166007905139,0.00056617224,Ualiyeva 2020
Basal,Ionocyte,IL25,IL17RA,IL-25,0.0020585263,0.2564147,0.05293806246691372,8.673469387755102,0.00052783644,Ualiyeva 2020
Hillock,Hillock,DLL1,NOTCH3,Notch,0.004528943,0.1140084,0.17452006980802792,5.4101221640488655,0.0005163375,Basal cell fate
Basal,Suprabasal,IL25,IL17RA,IL-25,0.0020585263,0.23625857,0.05293806246691372,11.066707654472795,0.00048634448,Ualiyeva 2020
Secretory,Secretory,PTGS2,PTGER2,PGE2,0.032947775,0.013974958,1.3840045377197958,0.5785592739648326,0.00046044379,COX-2 pathway
Basal,Ciliated,ALOX5,CYSLTR1,CysLT,0.018838562,0.022708392,0.8205399682371625,0.9486166007905139,0.00042779345,Ualiyeva 2020
Basal,Hillock,IL25,IL17RA,IL-25,0.0020585263,0.19977248,0.05293806246691372,9.07504363001745,0.0004112369,Ualiyeva 2020
Basal,Ciliated,IL25,IL17RA,IL-25,0.0020585263,0.19318536,0.05293806246691372,7.72068511198946,0.00039767713,Ualiyeva 2020
Basal,Basal,IL25,IL17RA,IL-25,0.0020585263,0.18654029,0.05293806246691372,7.252514557967178,0.0003839981,Ualiyeva 2020
Suprabasal,Secretory,PTGS2,PTGER2,PGE2,0.02651877,0.013974958,1.168152474638795,0.5785592739648326,0.0003705987,COX-2 pathway
Hillock,Ionocyte,LTC4S,CYSLTR1,CysLT,0.028633587,0.011828883,1.3961605584642234,0.5102040816326531,0.00033870334,Ualiyeva 2020
Basal,Secretory,IL25,IL17RA,IL-25,0.0020585263,0.1573528,0.05293806246691372,7.169597277368123,0.0003239149,Ualiyeva 2020
Hillock,Hillock,LTC4S,CYSLTR1,CysLT,0.028633587,0.0109279575,1.3961605584642234,0.5235602094240838,0.00031290663,Ualiyeva 2020
Hillock,Secretory,PTGS2,PTGER2,PGE2,0.021414993,0.013974958,0.8726003490401396,0.5785592739648326,0.00029927364,COX-2 pathway
Suprabasal,Ionocyte,ALOX5,CYSLTR1,CysLT,0.024932291,0.011828883,1.2296341838303104,0.5102040816326531,0.00029492113,Ualiyeva 2020
Ciliated,Ciliated,ALOX5,CYSLTR1,CysLT,0.012203188,0.022708392,0.6060606060606061,0.9486166007905139,0.00027711477,Ualiyeva 2020
Suprabasal,Hillock,ALOX5,CYSLTR1,CysLT,0.024932291,0.0109279575,1.2296341838303104,0.5235602094240838,0.00027245903,Ualiyeva 2020
Basal,Ionocyte,ALOX5,CYSLTR1,CysLT,0.018838562,0.011828883,0.8205399682371625,0.5102040816326531,0.00022283914,Ualiyeva 2020
Hillock,Ciliated,ALOX5,CYSLTR1,CysLT,0.009281551,0.022708392,0.5235602094240838,0.9486166007905139,0.00021076911,Ualiyeva 2020
Basal,Hillock,ALOX5,CYSLTR1,CysLT,0.018838562,0.0109279575,0.8205399682371625,0.5235602094240838,0.000205867,Ualiyeva 2020
Hillock,Hillock,DLL1,NOTCH1,Notch,0.004528943,0.04543789,0.17452006980802792,1.9197207678883073,0.00020578562,Basal cell fate
Basal,Secretory,PTGS2,PTGER2,PGE2,0.013626733,0.013974958,0.4764425622022234,0.5785592739648326,0.00019043303,COX-2 pathway
Hillock,Ciliated,DLL1,NOTCH3,Notch,0.004528943,0.03934,0.17452006980802792,1.7127799736495388,0.00017816862,Basal cell fate
Hillock,Ionocyte,DLL1,NOTCH3,Notch,0.004528943,0.036960036,0.17452006980802792,1.530612244897959,0.0001673899,Basal cell fate
Suprabasal,Ionocyte,IL25,IL17RA,IL-25,0.00061824295,0.2564147,0.03074085459575776,8.673469387755102,0.00015852659,Ualiyeva 2020
Suprabasal,Suprabasal,IL25,IL17RA,IL-25,0.00061824295,0.23625857,0.03074085459575776,11.066707654472795,0.0001460652,Ualiyeva 2020
Ciliated,Ionocyte,ALOX5,CYSLTR1,CysLT,0.012203188,0.011828883,0.6060606060606061,0.5102040816326531,0.00014435008,Ualiyeva 2020
Hillock,Ciliated,DLL1,NOTCH1,Notch,0.004528943,0.030082978,0.17452006980802792,1.185770750988142,0.0001362441,Basal cell fate
Ciliated,Hillock,ALOX5,CYSLTR1,CysLT,0.012203188,0.0109279575,0.6060606060606061,0.5235602094240838,0.00013335592,Ualiyeva 2020
Suprabasal,Hillock,IL25,IL17RA,IL-25,0.00061824295,0.19977248,0.03074085459575776,9.07504363001745,0.00012350793,Ualiyeva 2020
Suprabasal,Ciliated,IL25,IL17RA,IL-25,0.00061824295,0.19318536,0.03074085459575776,7.72068511198946,0.000119435485,Ualiyeva 2020
Suprabasal,Basal,IL25,IL17RA,IL-25,0.00061824295,0.18654029,0.03074085459575776,7.252514557967178,0.00011532722,Ualiyeva 2020
Hillock,Ionocyte,ALOX5,CYSLTR1,CysLT,0.009281551,0.011828883,0.5235602094240838,0.5102040816326531,0.00010979038,Ualiyeva 2020
Secretory,Hillock,PTGS2,PTGER2,PGE2,0.032947775,0.0031762207,1.3840045377197958,0.17452006980802792,0.00010464941,COX-2 pathway
Secretory,Ionocyte,IL25,IL17RA,IL-25,0.00040442814,0.2564147,0.011344299489506523,8.673469387755102,0.00010370132,Ualiyeva 2020
Hillock,Hillock,ALOX5,CYSLTR1,CysLT,0.009281551,0.0109279575,0.5235602094240838,0.5235602094240838,0.0001014284,Ualiyeva 2020
